動作名稱,器材,重點部位,準備工作,動作要領,關鍵提示
胸肌撐體,無器材,"手臂：肱三頭肌, 肩膀, 胸部",Keep your torso upright with your feet crossed below the body. Hold a bar in each hand with your arms straight and elbows slightly flared.,"• Bend your elbows and tilt forward to lower yourself until your upper arms are parallel to the floor.
2 Pause for a few seconds and push yourself up to the starting position slowly and repeat.","1 Do not lock out your elbows at the top.
2 Keep your legs stationary throughout the movement.
3 Keep a straight back during the exercise."
胸肌撐體（器械輔助）,無器材,"手臂：肱三頭肌, 肩膀, 胸部",Keep your torso upright and knees on the pads with legs together. Hold a bar in each hand with your arms straight and elbows slightly flared.," Bend your elbows and tilt forward to lower yourself until your upper arms are parallel to the floor.
2 Pause for a few seconds and push yourself up to the starting position slowly and repeat.","1 Do not lock out your elbows at the top.
2 Keep your legs stationary throughout the movement.
3 Keep a straight back during the exercise."
雪橇式小腿推蹬-器械,腿部推蹬機,腿部：小腿肌,Sit on the machine and position your toes shoulder width apart at the bottom of the platform. Hold handles on your sides.,"Exhale and press on the platform to extend your ankles as far as possible.
Inhale and extend your calves to lower to the starting position slowly and repeat.","1 Do not lock your knees during the exercise.
2 Keep your legs and torso static during the exercise."
引體向上（器械輔助）,無器材,"肩膀, 背部：斜方肌, 背部：背部","Hold the bar with palms facing forward, hands slightly wider than shoulder width apart. Extend your arms and rest your calves on the pad.","1 Exhale and bend your elbows to raise your body up until your chin is aligned with the bar.
2 Pause for a few seconds and squeeze your back.
3 Inhale and lower your body back slowly to the starting position and repeat.","Contract your shoulder blades to reduce the stress on the shoulder joints.
2 Keep a straight back and braced core during the exercise."
坐姿上舉-器械,肩上推舉訓練機,肩膀,Sit on the machine with feet on the floor. Hold a handle in each hand at your sides with your elbows bent at 90 degrees and palms facing torward.,"1 Exhale and squeeze your shoulders to lift the bar vertically until your arms are straight overhead.
2 Pause for a few seconds, inhale, return to the starting position slowly and repeat.","1 Do not lock out your elbows at the top.
2 Keep a straight back and braced core during the exercise."
坐姿划船-器械,坐姿划船機,"手臂：肱二頭肌, 肩膀, 背部：斜方肌, 背部：背部",Sit on the machine with feet on the pads. Hold the handles in front of you in a neutral grip with arms extended.,"1 Squeeze your lats and pull the handles toward your rib cage with chest upright and back straight.
2
Hold for a few seconds when the handles almost touch your abs.
3 Return to the starting position slowly and repeat.","1 To add difficulty, add weights gradually.
2 Keep a straight back and braced core during the exercise."
坐姿划船（窄距）-器械,坐姿划船機,"手臂：肱二頭肌, 背部：斜方肌, 背部：背部",Sit on the machine with feet on the floor. Hold the handles in front of you in a narrow neutral grip with arms extended.,"1 Squeeze your lats and pull the handles toward your rib cage with chest upright and back straight.
2 Hold for a few seconds when the handles almost touch your abs.
3 Return to the starting position slowly and repeat.","1 To add difficulty, add weights gradually.
2 Keep a straight back and braced core during the exercise."
坐姿小腿推蹬-器械,腿部推蹬機,腿部：小腿肌,Sit on the machine and position your toes shoulder width apart at the bottom of the platform. Hold handles on your sides.,"Exhale and press on the platform to extend your ankles as far as possible.
Inhale, extend your calves to lower to the starting position slowly and repeat.","1 Do not lock your knees during the exercise.
2 Keep your legs and torso static during the exercise."
坐姿屈腿-器械,屈腿訓練機,"腿部：小腿肌, 腿部：腿後肌群",Sit on the machine and position your ankles just above the pads. Hold the handles in a neutral grip.,"1
Squeeze your hamstrings to curl your legs and pull the pads back until your legs bend at a 90-degree angle.
2 Return to the starting position and repeat.",1 Do not lock out your knees at the top.
坐姿胸推-器械,胸推機,"手臂：肱三頭肌, 肩膀, 胸部",Sit on the machine with feet on the floor. Bend your elbows and hold the handles at the height of your chest in an overhand grip.,"1 Exhale and squeeze your chest to push the handles away from you to extend your arms straight.
2
Inhale and return to the starting position
slowly and repeat.","1 Keep the lever handles lower than your middle chest.
2 Keep a straight back during the exercise."
坐姿腿部外展-器械,坐姿臀部訓練機,"腿部：外展肌, 腿部：臀肌",Sit on the machine with your feet on the platform and adjust the side pads until your legs touch each other. Hold the handles on your sides.,"1 Exhale and open your legs out to the sides as far as possible.
2
Inhale and return to the starting position slowly and repeat.","1 Do not let your legs touch each other throughout the motion.
2 Keep your back against the pad during the exercise."
坐姿腿部推蹬-器械,腿部推蹬機,"腿部：股四頭肌, 腿部：腿後肌群, 腿部：臀肌",Sit on the machine with knees bent and feet on the platform shoulder width apart. Hold the handles on your sides.,"1 Press the platform away from you through your heels until your legs are almost fully extended.
2
Bring the knees back to the starting position and repeat.","1 Keep your hips steady during the exercise.
2 Do not lock out your knees at the top.
3 Keep a straight back and braced core during the exercise."
坐姿軀幹旋轉-器械,軀幹旋轉訓練機,腹部,Sit on the torso rotation machine with feet secured on the pads. Hold the handles in a neutral grip.,"1 Rotate your lower body to one side while keeping your upper body still.
2 Feel the contraction in your obliques and return to the starting position slowly.
3 Complete alternating between left and right.","1 Keep your upper body still throughout the movement.
2 Keep a straight back and tightened glutes throughout the movement."
站姿單腳屈腿-器械,屈腿訓練機,"腿部：小腿肌, 腿部：腿後肌群",Kneel down on the machine with one knee supported and the opposite leg straight against the roller. Place your elbows on the pad.,"1 Squeeze your hamstrings to curl your straight leg backwards and raise the heel toward your hips until the calf is parallel with the floor.
2 Return to the starting position and repeat.
3 Switch to the other side and repeat the same repetitions.",1 Keep a straight back and thighs parallel during the exercise.
站姿後抬腿-器械,多功能臀部訓練機,"腿部：腿後肌群, 腿部：臀肌",Stand on the machine with the roller underneath one knee. Hold the handle with both hands in an overhand grip.,"1 Exhale and kick your working leg back.
2
Squeeze your glutes and hold for a few seconds at the top position.
Inhale and slowly return to the starting position and repeat.
Switch to the other side and repeat the same repetitions.","1  Keep your pelvis staying pointed forward.
2 Keep your torso steady with a straight back and braced core during the exercise.
3 Keep your knees slightly bent throughout the movement."
站姿提踵-器械,站姿提踵訓練機,腿部：小腿肌,Stand on the machine with your toes shoulder width apart on the footpads and shoulders against the pads. Hold the handles with palms facing forward.,"1 Elevate your heels slowly as high as possible.
2 Pause at the top for a few seconds, return to the starting position slowly and repeat.","1 Rest the other leg beside the bench.
2
Keep a straight back and braced core during the exercise."
站姿軀幹旋轉-器械,軀幹旋轉訓練機,腹部,"Stand on the machine with knees slightly bent.
Hold the handle in an overhand grip.","1 Rotate your lower body to one side while keeping your upper body still.
2 Feel the contraction in your obliques and return to the starting position slowly.
3
Complete alternating between left and right.","1 Keep your upper body still throughout the movement.
2 Keep a straight back and tightened glutes throughout the movement."
坐姿腿部內收-器械,坐姿臀部訓練機,"腿部：內收肌, 腿部：臀肌",Sit on the machine with your feet on the platform and adjust the side pads until your legs are fully open. Hold the handles on your sides.,"Exhale and press your legs together as close as possible.
Inhale and return to the starting position slowly and repeat.",Keep your back against the pad during the exercise.
板凳臥推-滑輪機,"平板椅, 滑輪機","手臂：肱三頭肌, 肩膀, 胸部",Lie on a bench with feet on the Hoor. Hold one handle in each hand in a shoulder width neutral grip with your elbows bent on each side of your chest.,"1 Exhale and squeeze your chest to push the handles up to extend your arms straight.2
Inhale and slowly lower your handles to the
starting position and repeat.","1 Do not lock out your elbows at the top.
2 Keep a straight back and braced core during the exercise."
板凳飛鳥-滑輪機,"平板椅, 滑輪機","手臂：肱二頭肌, 肩膀, 胸部",Lie on a bench with your chest lined up with the machine pulleys. Hold a handle in each hand with palms up and extend your arms to the sides.,"1 Exhale and pull the bars up in an arc motion in front of your chest.
2
Squeeze your chest and hold for a few seconds.
3
Inhale, return to the starting position and repeat.","1 Do not use your biceps at the top position.
2 Keep your elbows slightly bent throughout the movement.
3 Keep a straight back during the exercise."
側平舉-滑輪機,滑輪機,肩膀,"Stand in the machine with feet slightly apart.
Hold one handle with your opposite hand and vice versa.","1 Exhale and squeeze your shoulders to raise your arms to the sides until they are parallel to the floor.
2
Pause for a few seconds, inhale and return to the starting position slowly and repeat.","1 Do not shrug your shoulders when raising arms up.
2 Keep your elbows slightly bent throughout the movement.
3 Keep a straight back and braced core during the exercise."
側弓箭步-滑輪機,滑輪機,"腿部：股四頭肌, 腿部：腿後肌群, 腿部：臀肌",Stand beside the machine with feet shoulder width apart. Hold the handle at shoulder level.,"Inhale and step one leg to the side and bend at the knee until the thigh is parallel with the floor.
2 Keep the opposite leg in place and straight.
3 Exhale and return to the starting position.
4 Switch to the other side and repeat the same repetitions.","1 Do not let your knee go over your toes.
2 To avoid damage to knees, control your body movement while lowering.
3 Keep a braced core during the exercise."
傳教士彎舉-滑輪機,"傳教士板凳, 滑輪機","手臂：前臂, 手臂：肱二頭肌",Sit on the machine with feet on the floor. Hold the bar in a shoulder width underhand grip with arms extended against the pad.,"1 Exhale, squeeze your biceps and bend you elbows to bring the bar close to your shoulders.
2 Pause for a few seconds, inhale and return to the starting position slowly and repeat.","1 Do not lock out your elbows during the exercise.
2 Keep your back straight and upper arms still during the exercise."
錘式彎舉-滑輪機,滑輪機,"手臂：前臂, 手臂：肱二頭肌",Stand with feet shoulder width apart. Hold the rope attachment in front of your thighs with palms facing each other. Extend arms tucked to your sides.,"1 Squeeze your biceps to bend your elbows and curl the rope up to the height of your chest.
2 Return to the starting position slowly and repeat.","1 Keep a straight back and braced core during the exercise.
2 Keep your elbows still to your sides throughout the movement."
單手俯身划船-滑輪機,滑輪機,"手臂：肱二頭肌, 肩膀, 背部：斜方肌, 背部：背部",Hold the handle with one hand in a neutral grip with arm extended. Position the opposite leg forward and bend the knee slightly to lean your torso forward.,"１ Squeeze your lats and bend the elbow to pull the handle toward your rib cage.
2 Pause at the top for a few seconds, return to the starting position and switch to the other side and repeat the same repetitions.","1 Keep your knees slightly bent throughout the movement.
2 Keep a straight back and braced core during the exercise."
單手側平舉-滑輪機,滑輪機,肩膀,Stand with your feet slightly wider than shoulder width apart. Reach across your body to hold the opposite handle with one hand in a neutral grip in front of your thighs.,"1 Squeeze your working shoulder and pull the handle across your body laterally until the arm is parallel to the floor.
2 Lower the handle to the starting position and repeat.
3 Alternate to your opposite hand and repeat.","1 Do not shrug your shoulder when raising the arm up.
2 Keep your working elbow slightly bent throughout the movement.
3 Keep a straight back and braced core during the exercise."
單手滑輪下壓-滑輪機,"平板椅, 滑輪機","肩膀, 背部：斜方肌, 背部：背部",Sit on the bench facing the machine. Hold the handle with one hand in an overhand grip and the arm stretched upward.,"1 Contract your lats and bend your elbows to pull the handle down to your chest.
Pause for a few seconds and return to the starting position slowly and repeat.
3 Complete alternating between left and right.","1 Lean slightly backward and do not arch your back during the movement.
2 Keep the upward movement controlled to avoid pulling yourself out of position.
3 To add difficulty, add weights gradually."
二頭肌屈臂-滑輪機,滑輪機,"手臂：前臂, 手臂：肱二頭肌",Stand and hold the bar connected to the low pulley in an underhand grip and shoulder width apart with elbows tucked to your sides.,"1 Curl the bar up until your forearms touch your chest.
2
Pause for a few seconds and squeeze your biceps.
Lower the bar to the starting position and repeat.","1 Do not bounce back.
2 Keep your chest up and eyes looking forward throughout the movement.
Keep a straight back and braced core during the exercise."
反向屈體飛鳥-滑輪機,滑輪機,"肩膀, 背部：斜方肌",Stand with feet shoulder width apart. Bend over to hold the handles in the opposite hands with arms extended.,"1 Exhale and squeeze your shoulder blades together to raise your arms.
2 Hold for a few seconds when your arms are parallel to your shoulders.
3 Inhale and lower your arms to the starting position and repeat."," Keep your elbows and knees slightly bent throughout the movement.
2 Keep a straight back and braced core during the exercise."
反向弓箭步-滑輪機,滑輪機,"腿部：股四頭肌, 腿部：腿後肌群, 腿部：臀肌",Stand before the machine with feet shoulder width apart. Hold the handle in both hands with arms extended.,"1 Inhale and take a big step backward with one leg and lower your body, until the working knee almost down on the floor with the opposite leg bent.
2
Exhale and return to the starting position and complete alternating between left and right.","1 Do not let your front knee go over your toes.
2 Do not let your back knee touch the floor.
3 Keep a straight back and braced core during the exercise."
反向彎舉-滑輪機,滑輪機,"手臂：前臂, 手臂：肱二頭肌",Stand before the machine with feet shoulder width apart. Hold the bar at hip level in an overhand grip with arms extended and tucked to your sides.,"1 Exhale and curl the bar up to your shoulders bending at the elbows.
2 Pause for a few seconds and squeeze your biceps when the bar reaches the shoulder level.
3
Inhale and lower the bar back to the starting position and repeat.","1 Keep your wrists straight throughout the movement.
2 Do not swing the bar down.
3 Keep a straight back and braced core during the exercise."
反向捲腹-滑輪機,滑輪機,腹部,Secure your feet together with the attachment. Lie down with arms extended at your sides and elevate your legs together with knees bent at 90 degrees.,"１ Squeeze your abs and roll back to bring your legs together towards your torso with hips off the ground.
2 Pause at the top for a few seconds, return to the starting position slowly and repeat.","1 Keep your knees bent at 90 degrees
throughout the movement.
2 Keep a braced core during the exercise."
反向腕彎舉-滑輪機,"平板椅, 滑輪機",手臂：前臂,Sit on a bench before the machine with your forearms rested on the thighs. Hold the handle with an overhand grip and curl the wrists downwards.,"1 S Extend the curled wrists and raise the bar until you feel a stretch in your arms.
2 Return to the starting position and repeat.","1 Keep your thighs and forearms parallel to the floor.
2 Keep your elbows and wrists at the same height during the exercise."
弓箭步-滑輪機,滑輪機,"腿部：股四頭肌, 腿部：腿後肌群, 腿部：臀肌",Stand back to the machine with feet shoulder width apart. Hold the rope using both hands over your shoulders.,"1 Inhale and take a big step forward with one leg and lower your body, until the knee behind almost down on the floor with the front knee bent.
2
Exhale and return to the starting position through the front heel.
3 Complete alternating between left and right.","1 Do not let your front knee go over your toes.
2 Do not let your back knee touch the floor.
3 Keep a straight back and braced core during the exercise."
跪姿捲腹-滑輪機,滑輪機,腹部,Hold the rope attachment connected to a high pulley and kneel down. Position your wrists against your forehead.,"1
Exhale, squeeze your abs and bend at your waist to lower your torso until your elbows meet the middle thighs.
2
Inhale and slowly raise yourself back to the preparation position and repeat.","1
Crunch the weight down using your abs rather than pulling the rope down with your hands.
2 To add difficulty, add weights gradually.
3 Keep your core braced and hips still during the exercise."
過頭三頭肌伸展-滑輪機,滑輪機,手臂：肱三頭肌,Stand with feet shoulder width apart. Hold the handles behind the back of your head with arms bent and elbows lifted.,"• Exhale and extend your elbows to press your hands up until your arms are straight.
2
Pause for a few seconds, inhale, return to the starting position slowly and repeat.","Keep your upper arms still and in line with your body.
2 Do not lock out your elbows at the top.
3 Do not shrug your shoulders throughout the movement.
4 Keep a straight back and braced core during the exercise."
滑式彎舉-滑輪機,滑輪機,"手臂：前臂, 手臂：肱二頭肌",Stand before the machine with feet shoulder width apart. Stretch your arms and hold the handle with an underhand grip at the top of your thighs.,"1 Push the elbows backwards and pull the handle up towards your chest.
2 Return to the starting position and repeat.","1 Do not lock out your elbows during the exercise.
2 Keep your knees slightly bent throughout the movement."
滑輪下拉-滑輪機,"平板椅, 滑輪機","肩膀, 背部：斜方肌, 背部：背部",Sit on a bench with your knees secured under the pads. Hold the bar with your hands shoulder width apart in an overhand grip and arms stretched upward.,"1 Contract your lats and bend your elbows to pull the bar down to your chest.
2 Pause for a few seconds and return to the starting position slowly and repeat.","1 Lean slightly backward and do not arch your back during the movement.
2 Keep the upward movement controlled to avoid pulling yourself out of position.
3 To add difficulty, add weights gradually."
滑輪下拉（反握）-滑輪機,"平板椅, 滑輪機","手臂：肱二頭肌, 背部：斜方肌, 背部：背部",Sit on the machine with your knees secured under the pads. Hold the bar in an underhand grip with your hands wide apart and arms stretched upward.,"1 Contract your lats and bend your elbows to pull the bar down to your chest.
2 Pause for a few seconds and return to the starting position slowly and repeat.","1 Lean slightly backward and do not arch your back during the movement.
2 Keep the upward movement controlled to avoid pulling yourself out of position.
3 To add difficulty, add weights gradually."
滑輪下拉（寬距）-滑輪機,"平板椅, 滑輪機","肩膀, 背部：斜方肌, 背部：背部",Sit on the machine with your knees secured under the pads. Stretch arms upward and hold the bar with both hands in a wide overhand grip.,"1 Contract your lats to pull the bar down to your chest level.
2 Pause for a few seconds and return to the starting position slowly and repeat.","1 Lean slightly backward and do not arch your back during the movement.
2 Keep the upward movement controlled to avoid pulling yourself out of position.
3 To add difficulty, add weights gradually."
滑輪下拉（直臂）-滑輪機,"平板椅, 滑輪機","手臂：肱二頭肌, 背部：斜方肌, 背部：背部",Stand a step away facing the machine with feet shoulder width apart. Hold the bar with both hands in a close overhand grip. Extend your arms upward.,"1 Contract your lats to pull the handle down to the middle of your thighs.
2
Pause for a few seconds and return to the starting position and repeat.","1
Slightly bend your hips and knees and stand as far as you can from the machine at the start.
2 Do not bend your elbows while pulling the handle down.
3 Keep a braced core during the exercise."
滑輪下拉（窄距）-滑輪機,"平板椅, 滑輪機","手臂：肱二頭肌, 背部：斜方肌, 背部：背部",Sit on the machine with your knees secured under the pads. Hold the bar in a close overhand grip and arms stretched upward.,"1 Contract your lats and bend your elbows to pull the bar down to your chest.
2 Pause for a few seconds and return to the starting position slowly and repeat.","1 Lean slightly backward and do not arch your back during the movement.
2 Keep the upward movement controlled to avoid pulling yourself out of position.
3 To add difficulty, add weights gradually."
集中彎舉-滑輪機,"平板椅, 滑輪機","手臂：前臂, 手臂：肱二頭肌","Attach the rope of the machine around your ankle. Stand sideways to the machine and hold it to stabilize.
","1 Move your working leg toward and across the standing leg.
2 Slowly return to the starting position and repeat.
3
Switch to the other side and repeat the same repetitions.","Do not use momentum to lift or swing your leg.
Keep your upper body straight and stationary during the exercise.
Keep your hips and shoulders squared front."
髖內收肌群運動-滑輪機,滑輪機,"腿部：內收肌, 腿部：臀肌","Attach the rope of the machine around your ankle. Stand sideways to the machine and hold it to stabilize.
","1 Move your working leg toward and across the standing leg.
2 Slowly return to the starting position and repeat.
3
Switch to the other side and repeat the same repetitions.","Do not use momentum to lift or swing your leg.
Keep your upper body straight and stationary during the exercise.
Keep your hips and shoulders squared front."
臉拉-滑輪機,滑輪機,"肩膀, 背部：斜方肌",Stand before the machine with feet shoulder width apart. Stretch your arms forward and hold the handles with an overhand grip.,"
Bend the elbows and pull the handles towards your face until your hands are beside your ears.
Return to the starting position and repeat.","1 To add difficulty, add weights gradually.
2 Keep a straight back and braced core during the exercise."
前平舉-滑輪機,滑輪機,肩膀,Stand back to the machine with feet shoulder width apart. Hold the bar in an overhand grip in front of your thighs.," Exhale and lift the bar forward to the height of your shoulders.
2 Pause for a few seconds, inhale and return to the starting position slowly and repeat.","1 Keep your arms straight and elbows slightly bent during the exercise.
2 Keep a straight back and braced core during the exercise."
前蹲-滑輪機,滑輪機,"腿部：股四頭肌, 腿部：臀肌",Stand with feet shoulder width apart. Hold the bar at shoulder height with arms bent at your sides.,"nhale and squat down until your thighs are parallel to the floor.
2 Hold for a few seconds to feel the contraction.3
Exhale, drive through the heels and midfoot to the starting position slowly and repeat","Keep the tiptoes in the same direction as your knees.
2 Do not let your knees go over your toes.
3 Do not lock out your knees at the top.
4 Keep your glutes, quadriceps and hamstrings engaged."
三頭肌下壓-滑輪機,滑輪機,手臂：肱三頭肌,Stand with feet hip width apart. Hold the bar over the chest with palms facing forward and elbows bent against your body.,"1 Exhale and pull the bar down towards your thighs until your arms are fully extended.
2 Pause for a few seconds, inhale and return to the starting position slowly and repeat.","1 Keep your upper arms steady by your sides.
2 Lean slightly forward and keep your knees slightly bent throughout the movement.
3
Keep a straight back and braced core during the exercise."
三頭肌伸展-滑輪機,滑輪機,手臂：肱三頭肌,Stand with feet shoulder width apart. Hold the machine handle with one hand in an underhand grip and the elbow tucked to your body.,"1 Exhale and extend your elbow to press your hand down until the arm is straight.
2
Pause for a few seconds, inhale, return to the starting position slowly and switch to the other side and repeat the same repetitions.","1 Do not lock out your elbows at the top.
2 Keep your working elbow still and close to your side throughout the movement.
3
Keep a straight back and braced core during the exercise."
三頭肌後屈伸-滑輪機,滑輪機,手臂：肱三頭肌,Stand before the machine with feet shoulder width apart. Bend at the hips and hold the handle in an underhand with one hand. Bend your arm and tuck the elbow to your torso.,"1 Exhale and extend your elbow to press your hand backwards until your arm is straight.
2
Pause for a few seconds, inhale, return to the starting position slowly and switch to the other side and repeat the same repetitions.","1 Do not lock out your elbows at the top.
2 Keep your elbows still and close to your sides throughout the movement.
Keep a straight back and braced core during the exercise."
上拉-滑輪機,"平板椅, 滑輪機","手臂：肱三頭肌, 背部：背部, 胸部","Lie on the machine with your feet planted on the floor. Hold the handles behind your head, using both hands with a neutral grip and arms extended.","Exhale to pull the handle over your head until your arms are vertical to your body.
2
Inhale to lower your arms in an arc behind your head until your arms are in line with your torso.
3 Stretch out your chest and pause for a few seconds.
4 Repeat slowly."," Do not lock out your elbows at the top.
2 Keep a straight back and braced core during the exercis"
上斜划船-滑輪機,"上斜板凳, 滑輪機","手臂：肱二頭肌, 背部：斜方肌, 背部：背部","Lie prone on the bench with toes planted on the floor. Hold the bar at your chest level, with your hands shoulder width apart in an overhand grip and arms extended.","1 Exhale and squeeze your lats muscle to pull the bar laterally towards your body as close as possible.
2 Hold for a few seconds, inhale, return to the starting position slowly and repeat.","1Keep your head in line with your body.
2 Keep a straight back and braced core during the exercise."
上斜板凳臥推-滑輪機,"上斜板凳, 滑輪機","手臂：肱三頭肌, 肩膀, 胸部",Lie on a bench with feet on the floor. Hold a handle in each hand at the height of the chest with elbows bent at 90 degrees and palms facing forward.,"1 Exhale and squeeze your chest to press the handles up to extend your arms straight.
Inhale and slowly lower your bar to the starting position and repeat.","1 Do not lock out your elbows at the top.
2 Do not open your arms too far when lowering.
3
Keep a straight back and braced core during the exercise."
上斜板凳飛鳥-滑輪機,"上斜板凳, 滑輪機","手臂：肱二頭肌, 肩膀, 胸部",Lie on a bench with feet on the floor. Hold the handles with palms up and extend your arms to the sides.,"1 Exhale and pull the handles up in an arc motion in front of your chest.
2
Squeeze your chest and hold for a few seconds.
3
Inhale, return to the starting position and repeat.","1 Do not use your biceps at the top position.
2 Keep your elbows slightly bent throughout the movement.
3 Keep a straight back during the exercise."
上舉-滑輪機,滑輪機,肩膀,Stand back to the machine with feet shoulder width apart. Hold the handles at your sides with your elbows bent at 90 degrees and palms facing forward.,"1 Exhale and squeeze your shoulders to lift the handles vertically until your arms are straight overhead.
2
Pause for a few seconds, inhale, return to the starting position slowly and repeat.","1 Do not lock out your elbows at the top.
2 Keep your knees slightly bent throughout the movement.
3 Keep a straight back and braced core during the exercise."
繩索髖屈伸,滑輪機,肩膀,Squat down with your back to the low pulley and feet shoulder width apart. Hold the rope attachment between your knees with arms extended.,"1
Squeeze your glutes. Pull the rope through your legs and drive your torso upward until standing up straight.
2 Return to the starting position slowly and repeat.","1 Position your hips between the level of shoulders and knees at the starting position.
2 Brace the abs to support your straight back throughout the movement.
3 Do not pull upward using your arms or shoulders.
4 Do not thrust your hips forward at the top position."
聳肩-滑輪機,滑輪機,背部：斜方肌,Stand before the machine with feet shoulder width apart. Hold the bar in front of your thighs with palms facing backward and arms extended.,"1 Exhale and and shrug your shoulders as high as possible with straight arms.
2 Hold for a few seconds at the top position.
3 Lower the bar to the starting position and repeat.","1 Place your hands closer or wider to better exercise different muscles.
2 Keep a straight back and braced core during the exercise."
腿部外展-滑輪機,滑輪機,"腿部：外展肌, 腿部：臀肌",Attach the rope of the machine around your ankle. Stand sideways to the machine and hold it to stabilize.,"1 Lift your working leg straight out to the side as far as possible.
2 Pause for a few seconds at the top position.
3 Lower your working leg to the starting position and repeat.
4 Switch to the other side and repeat the same repetitions.","1 Do not use momentum to lift or swing your leg.
2 Keep your upper body straight and stationary during the exercise."
臀推-滑輪機,滑輪機,"腿部：腿後肌群, 腿部：臀肌",Stand before the machine with feet shoulder width apart. Squat down to hold the low handle in an overhand grip.,"1 Stretch your legs and pull your back upwards into an upright position.
2 Squeeze your glutes in the upright position.
3 Push your hips back to lower your body to the starting position slowly and repeat.","1 Do not fully stretch your legs when pulling back upwards.
2 Keep a straight back and braced core during the exercise."
下斜板凳臥推-滑輪機,"下斜板凳, 滑輪機","手臂：肱三頭肌, 肩膀, 胸部",Lie on a bench with feet secured under the footpads. Hold a handle in each hand in a neutral grip with elbows bent at 90 degrees on each side of your chest.,"1 Exhale and squeeze your chest to push the handles up to extend your arms straight.
2
Inhale and slowly lower your handles to the
starting position and repeat.","1 Do not lock out your elbows at the top.
2 Keep a straight back and braced core during the exercise"
下斜板凳飛鳥-滑輪機,"下斜板凳, 滑輪機","手臂：肱二頭肌, 肩膀, 胸部",Lie on the bench under the machine with feet secured under the footpads. Hold the handles with palms up and extend your arms to the sides.,"1 Exhale and pull the handles up in an arc motion in front of your chest.
2
Squeeze your chest and hold for a few seconds.
3
Inhale, return to the starting position and repeat.","1 Do not use your biceps at the top position.
2 Keep your elbows slightly bent throughout the movement.
3 Keep a straight back during the exercise."
仰臥肱三頭伸展-滑輪機,"平板椅, 滑輪機",手臂：肱三頭肌,Lie on a bench with feet on the floor. Hold the bar in an overhand grip arms bent and elbows lifted.,"1 Exhale and extend your elbows to press your hands up until your arms are straight.
2 Pause for a few seconds, inhale and return to the starting position slowly and repeat.","1 Do not lock out your elbows at the top.
2 Keep your upper arms still during the exercise.
3
Keep a straight back and braced core during the exercise."
由上而下轉體-滑輪機,滑輪機,腹部,Take a big step forward with one leg and your back to the machine. Twist your torso to the opposite side to hold the handle with arms extended.,"1 Pull the handle diagonally downward across your body to hips height by rotating torso, lowering arms, and bending knees.
2
Pause for a few seconds, return to the starting position and switch to the other side and repeat the same repetitions.","1 Keep your elbows and knees slightly bent throughout the movement.
2 Keep a straight back and braced core during the exercise."
由下而上伸展-滑輪機,滑輪機,腹部,Take a big step forward with one leg. Bend slightly at the knees and the hips to hold the machine handle in both hands with arms extended.,"1 Exhale and rotate your torso to one side and pull the band diagonally up across your body.
2 Pause at the top for a few seconds, inhale, return to the starting position slowly and switch to the other side and repeat the same repetitions.","1 Keep your elbows and knees slightly bent throughout the movement.
2 Keep a straight back and braced core during the exercise."
坐姿划船-滑輪機,"平板椅, 滑輪機","手臂：肱二頭肌, 肩膀, 背部：斜方肌, 背部：背部","Sit on the machine with feet on the pads.
Lean forward to hold the handle using both hands with arms extended.","Squeeze your lats and pull the handle toward your rib cage with chest upright and back straight.
Hold for a few seconds when your hands almost touch your abs.
Return to the starting position slowly and repeat.","1 Keep your knees slightly bent throughout the movement.
2 To add difficulty, add weights gradually.
3 Keep a straight back and braced core during the exercise."
坐姿划船（寬距）-滑輪機,"平板椅, 滑輪機","手臂：肱二頭肌, 肩膀, 背部：斜方肌, 背部：背部",Sit on the machine with feet on the pads. Hold the bar in front of you in a wide overhand grip with arms extended.,"Squeeze your lats and pull the handles toward your rib cage with chest upright and back straight.
Hold for a few seconds when the handles almost touch your abs.
Return to the starting position slowly and repeat.","1 Keep your knees slightly bent throughout the movement.
2 To add difficulty, add weights gradually.
3 Keep a straight back and braced core during the exercise."
直立划船-滑輪機,滑輪機,"肩膀, 背部：斜方肌",Stand before the machine with feet shoulder width apart. Hold the bar in an overhand grip at shoulder width in front of your hips with arms extended.,"Raise your elbows up and out to the sides until the bar is at your chin level.
2 Contract your shoulders and hold for a few seconds.
3 Lower the bar to the starting position slowly and repeat.","1 Keep your hands moving vertically.
2 Keep your elbows higher than your forearms during the exercise.
3 Keep the bar close to your body.
4 Keep a straight back during the exercise."
站姿上斜飛鳥-滑輪機,滑輪機,"手臂：肱二頭肌, 肩膀, 胸部",Stand with one foot in front of the other. Hold the handles with palms facing forward and extend,"1 Pull your hands up in front of your body in an arc motion until your hands meet above your head.
2
Squeeze your chest and hold for a few seconds.
3
Slowly return to the starting position and repeat.","1 Keep a straight back and braced core during the exercise.
2 Keep your elbows slightly bent throughout the movement."
仰臥腹式呼吸,無器材,"背部：背部, 腰部, 腹部",仰臥屈膝；一手胸口、一手腹部；肩頸放鬆,鼻吸：腹部溫和隆起、腰背有撐開感；口吐：腹部回落，吐氣略長於吸氣,胸口少動、肩不聳；吐氣慢長、不憋氣
仰臥下巴內收(chin tuck),無器材,"肩膀, 背部：上背部, 頸部",仰臥（可墊薄毛巾）；眼看天花板,下巴水平往後滑做「雙下巴」，後腦勺延伸；維持 3–5 秒,下巴往後不點頭；力度輕、呼吸不中斷
